epoch,G04,G08,G11,G17,G19,G20,G28,G32
08 11 15 6 34 0.0000000,,,"[0.037890960070108726, -0.0010173220576099595]","[2.1055925227237795, 0.011190485732271327]",,"[2.340640814310301, 0.008719843739907418]","[0.6839265801066903, -0.014080946622819113]","[10.102611737494534, 0.029050030044576403]"
08 11 15 6 34 30.0000000,,,"[0.03397510659962144, -0.00783170694097457]","[2.1061496258536954, 0.0011142062598317182]",,"[2.3492637643644145, 0.01724590010822702]","[0.6803902024063317, -0.007072755400717057]","[10.114609597901023, 0.02399572081297663]"
08 11 15 6 35 0.0000000,,,"[0.02947791946508893, -0.00899437426906502]","[2.1084103204626636, 0.0045213892179365445]",,"[2.353769022021274, 0.00901051531371877]","[0.6738503101178255, -0.013079784577012532]","[10.124580903681764, 0.019942611561482693]"
08 11 15 6 35 30.0000000,,,"[0.027112270131572913, -0.004731298667032036]","[2.1055682921896492, -0.005684056546028771]",,"[2.3599132974949986, 0.012288550947449295]","[0.6699909692707751, -0.007718681694100837]","[10.134955896799617, 0.020749986235706785]"
08 11 15 6 36 0.0000000,,,"[0.019094846341335625, -0.016034847580474576]","[2.1080066236419803, 0.004876662904662155]",,"[2.3634900372905645, 0.007153479591131884]","[0.6675364967737911, -0.004908944993967879]","[10.135997439907783, 0.0020830862163307984]"
08 11 15 6 36 30.0000000,,,"[0.007460320660322317, -0.023269051362026616]","[2.1169525368427857, 0.0178918264016108]",,"[2.374688584061587, 0.022397093542045]","[0.6630473801615846, -0.008978233224413046]","[10.14179453118426, 0.011594182552954635]"
08 11 15 6 37 0.0000000,,,"[0.007541054334313735, 0.00016146734798283546]","[2.1242675217162024, 0.014629969746833282]",,"[2.382407256272113, 0.015437344421052048]","[0.6574440857402726, -0.011206588842624043]","[10.147292870881024, 0.010996679393528552]"
08 11 15 6 37 30.0000000,,,"[0.003633271386153325, -0.00781556589632082]","[2.1344648969578426, 0.020394750483280433]",,"[2.3838040540998526, 0.0027935956554792085]","[0.649749634580302, -0.015388902319941167]","[10.152936555848271, 0.011287369934493086]"
08 11 15 6 38 0.0000000,,,"[-0.017988720087405596, -0.04324398294711784]","[2.1442666459011255, 0.01960349788656579]",,"[2.3932666988517908, 0.018925289503876286]","[0.6454785169066666, -0.008542235347270832]","[10.149335576035, -0.0072019596265420205]"
08 11 15 6 38 30.0000000,,,"[-0.024132976593979727, -0.012288513013148261]","[2.1503786108348173, 0.012223929867383632]",,"[2.394970290330844, 0.0034071829581066027]","[0.6405211298115878, -0.009914774190157516]","[10.152775069533137, 0.0068789869962735395]"
08 11 15 6 39 0.0000000,,,"[-0.0376325895527545, -0.026999225917549552]","[2.154593206401442, 0.008429191133249248]",,"[2.4068066833893487, 0.02367278611700918]","[0.6392373761978716, -0.002567507227432486]","[10.15143479381241, -0.002680551441454071]"
08 11 15 6 39 30.0000000,,,"[-0.04627169961867139, -0.017278220131833777]","[2.16294972489945, 0.01671303699601623]",,"[2.409672923229343, 0.005732479679988245]","[0.6363468963401724, -0.005780959715398382]","[10.15580280517184, 0.008736022718860426]"
08 11 15 6 40 0.0000000,,,"[-0.06247607558588175, -0.03240875193442072]","[2.174543888485254, 0.023188327171608236]",,"[2.425465531853543, 0.031585217248400355]","[0.6384219025506024, 0.004150012420859994]","[10.16084092594091, 0.010076241538140351]"
