epoch,G03,G06,G07,G08,G11,G13,G16,G19,G21,G23,G25,G27
08 11 15 2 8 0.0000000,"[-0.05221989552179973, -0.09172667916864174]","[0.003712939036389251, -0.21779732244710104]","[-0.17280892829100292, -0.23388912125180172]",,,"[-1.5445620207116004, -1.719748453920086]","[-0.4426946732215583, -0.46117050088942046]","[0.31339824640502534, 0.04428438165535531]",,,"[-0.37075703482454037, 0.25382943190634233]","[-0.2993505783946384, 0.26710817618721006]"
08 11 15 2 8 30.0000000,"[-0.06402804503838222, -0.10885958727449196]","[-0.35571150301645194, -0.019027648742000025]","[0.5295007546742757, -0.268150005179147]",,,"[-1.700539105944335, -3.270406784241398]","[-0.6143726798705756, -0.8545204911381006]","[0.2598717778300246, 0.07564374127735696]",,,"[-0.1938453380328915, 0.3455150101333855]","[0.025824647340072282, 0.47693232102745053]"
08 11 15 2 9 0.0000000,"[-0.015617636839548754, -0.32454240676015633]","[-0.10507063387582694, 0.1894213871409498]","[0.22279989173014958, -0.13409191711495327]",,,"[-2.5908695099875327, -5.694804386918744]","[-1.2340685370378197, -1.0358471188694238]","[0.12768079036225877, 0.49780700424065194]",,,"[0.07043170292551304, -0.02472904585301894]","[-0.2180825211675037, -0.02189237968570712]"
08 11 15 2 9 30.0000000,"[-0.13180094758669536, -0.45559154804796]","[-0.31149200169990454, 0.33399970990916117]","[-0.3018883446852366, 0.4040651138251026]",,,"[-1.9281385479494926, -1.4587330536295968]","[-0.563422957342118, -0.39636043347418304]","[0.5135584592198332, 0.10480549254765115]",,,"[-0.15394827614848827, 0.03545425571501237]","[0.16250888625074733, -0.16761716799385074]"
08 11 15 2 10 0.0000000,"[0.24053840537865956, -0.509807217679918]","[-0.4281024914855758, 0.5246407554795347]","[-0.5359561795989672, 0.6278745348875721]",,"[-0.7901612447202204, 1.8821364659070952]","[-1.030301430635154, -4.668056757872304]","[-0.9487604740075767, -1.0051279876381158]","[0.44129086726655564, 0.3072737089668711]",,,"[-0.2470934305650494, 0.28035638965666276]","[0.6363147459356915, 0.1560076217209625]"
08 11 15 2 10 30.0000000,"[0.21350950946410496, -0.4991459583863618]","[0.0975463929896554, 0.46111710531016215]","[-0.25416581134001415, 0.20403568105151249]",,"[0.37758667007088675, -0.7645537984371202]","[-2.361258053593337, -3.7736315594365197]","[-0.7702817413024604, -0.2144861582666635]","[0.44626208090533814, 0.23154302754749856]",,,"[0.15043900270635868, 0.39625230170786363]","[0.2449366710512768, 0.05171929700725553]"
08 11 15 2 11 0.0000000,"[0.04955902894337971, 0.18895747903734428]","[0.10870696039249506, 0.5165342704703413]","[-0.09423316816488903, 0.014878254694243198]",,"[0.17804778352379813, -2.836938081383707]","[-2.035729253105819, -2.960294233386715]","[-1.5374025496654213, -0.47512797154486175]","[0.47859056734790406, 0.7927193126951655]",,,"[0.013234586610148202, 0.34387439228594285]","[-0.057231564131485335, -0.578293543025322]"
08 11 15 2 11 30.0000000,"[0.23546617676814396, 0.6026410574093459]","[0.2319441008691987, -0.1633567048857607]","[0.10603948136170704, 0.2085958685105045]",,"[0.3416235519945623, -2.354682488441469]","[-1.4076679585501548, -5.725103424613675]","[-3.0359391811303795, -0.3686296854168176]","[0.47446252101411424, 0.27849073031296334]",,,"[0.3262388493555286, 0.43691134192049486]","[0.7225663624136578, -0.3201204051221085]"
08 11 15 2 12 0.0000000,"[0.29642453988393147, 0.5587301367893813]","[-0.11098543374488745, -0.490783510978023]","[-0.05478930274645488, 0.1086551512901981]",,"[0.5936888976395132, -0.6200927031040209]","[-0.697374650649726, -0.33558413547774135]","[-1.5510928723029793, -1.0919015917927026]","[0.23369735920180879, 0.21091236987461648]",,,"[0.18284075070793415, -0.20895421765744704]","[0.6987455598442684, 0.43058623774402616]"
08 11 15 2 12 30.0000000,"[0.2579824497302373, 0.4596258366480468]","[-0.0038224813217917486, 0.35351869625349863]","[0.5764579792817434, 0.18792685524870945]",,"[-0.059923432916402675, -0.7671628278493898]","[-2.9524599103257056, 0.21401564615468205]","[-1.213698813598603, -1.1523469898849725]","[0.06372900002946458, -0.11041531643519797]",,,"[0.27606658746177937, -0.5690721895545723]","[0.03675295034338344, 0.7567112634932327]"
08 11 15 2 13 0.0000000,"[-0.11319314489761989, 0.3727553749457]","[0.4896800983076295, 0.8818462507178388]","[0.7666219045718511, 0.7053898538773258]",,"[-0.06693059965968118, -0.7107252162694948]","[-3.0960792241618034, -3.6419242934634286]","[-1.5727917197160424, -0.11158475913107391]","[0.5709821104382475, -0.03644034943232932]",,,"[0.06015259136135365, -0.34740829728543776]","[0.09219154337335933, 0.47374515636318204]"
08 11 15 2 13 30.0000000,"[-0.20894487003485362, 0.22551937047392112]","[0.42161631019165124, 0.4824986622979246]","[-0.13911043653885524, -0.06700314922879147]",,"[0.21817668512463584, -0.9295438808202761]","[-2.856858113221824, -3.5288498268773156]","[-2.143844285886735, 0.11154700182378297]","[0.5032262175654372, 0.007361956623693322]",,,"[0.17227415104086186, -0.5242350425571205]","[-0.1298600920112003, 0.3041270415341186]"
08 11 15 2 14 0.0000000,"[-0.07133933703104656, -0.2679248785600068]","[0.14100592018415536, 0.5283897237231336]","[-0.41152072499195735, -0.33103062553952145]",,"[-0.6056654082238673, -1.0618894827365892]","[-3.9834934113547202, 2.1638937576363486]","[-1.1085852476768197, -0.4491428647190332]","[0.19462573224057755, 0.18901615658154092]",,,"[0.29029122103626515, -0.5394387271255257]","[0.14406820753504146, -0.10928907589561465]"
08 11 15 2 14 30.0000000,"[-0.10297905455032985, -0.31085227783769387]","[-0.2269579079623023, 0.5407900528361402]","[0.18116668810447056, 0.059988837999602085]",,"[-0.8245756255090235, -0.954082472324373]","[-2.6182564286515113, 4.9783891870329775]","[-0.05562528399750591, 0.12529925368726258]","[-0.21827449953804412, -0.002793348642686988]",,,"[0.6791311364310482, -0.16259245835244673]","[-0.03316517552446019, 0.2446785907303619]"
08 11 15 2 15 0.0000000,"[-0.34928448299566905, -0.1286920791491868]","[0.03451879502584543, 0.2365940676381193]","[-0.21081242511669795, 0.18230814890315128]",,"[-0.42274694904685006, -0.5599314403533953]","[-2.4838130561634895, 1.008842272932331]","[-0.6669312360696494, -0.4957342360168695]","[-0.08487473732481399, 0.11723532595982156]",,,"[0.5646703775661686, 0.3778335575014351]","[0.24012665072370876, 0.11712199850433347]"
08 11 15 2 15 30.0000000,"[0.1580737327535947, -0.37154884990304726]","[0.12160612077762689, 0.12763545078535898]","[-0.4505165348450343, 0.3279294635479648]",,"[0.3407551719248296, -0.3365700525045412]",,"[-2.384089285414666, -0.33512756861746307]","[0.00390100174893937, -0.7383587577069799]",,,"[0.7015395026343563, 0.3512520316988228]","[0.29656017938543666, -0.13267983095294955]"
08 11 15 2 16 0.0000000,"[0.009885670741399122, -0.11581555362790841]","[0.030163066399594207, 0.5083370224883161]","[0.14480712463458378, 0.191088196200629]",,"[0.4841341002285482, -0.20296202421188525]",,"[-2.0559031459502877, -0.7811205748468637]","[0.294211235580345, -0.7142115303004781]",,,"[0.18254485089952732, 0.8300128553062676]","[0.4180474839537274, 0.16448842389934537]"
08 11 15 2 16 30.0000000,"[-0.05751735518376033, -0.7236673271283509]","[0.1323328185205659, 0.45208563071986063]","[0.0913771187265714, 0.3457279767220218]",,"[-1.0305327551066874, -0.9724549186229723]",,"[-0.6319645735435188, 0.21546786390244965]","[0.3104749887560805, -0.2501710422957937]",,,"[0.18484955389673496, 0.7049303177744148]","[-0.07642121991227757, 0.644836996034317]"
08 11 15 2 17 0.0000000,"[0.08425993671019871, -0.759859565459192]","[-0.14209692000101004, 0.42487315994997843]","[0.003127688666184736, -0.07074539704869198]",,"[-0.719028733819723, -0.6029806119203585]",,"[-0.18088244823738933, -0.5452688697725534]","[0.4227946146701773, 0.06617396393169961]",,,"[0.08620989431316639, 0.2358444456011055]","[0.06588016072203029, -0.10566813842899325]"
08 11 15 2 17 30.0000000,"[0.27586403687795, -0.4331869369372727]","[0.23809378029157724, 0.6407337353875242]","[-0.4685150812069575, -0.3161893074090283]",,"[-0.27001880869269357, -1.8681145143508928]",,"[0.16052871020510792, -1.572879261150956]","[0.2502957477544745, -0.12887800416598716]",,,"[0.203844481303046, 0.35428336001932603]","[-0.022811908331619613, -0.2702447731936646]"
08 11 15 2 18 0.0000000,"[0.03626190324624379, -0.7443666195496919]","[-0.1656408217425147, 0.725814880554875]","[-0.35021862934033077, -0.2819245640809338]",,"[0.4621483309566976, -1.8302561026811617]",,"[-0.5575493070296943, 0.466259041056037]","[0.17932451957215867, 0.08904167332996926]",,,"[0.4808493565457561, 0.158356738463044]","[0.5164915881483685, -1.2182996828997803]"
08 11 15 2 18 30.0000000,"[0.12441276957591374, -0.3394336288794877]","[-0.44655526249359045, 0.2875680790593229]","[-0.5019068400065104, 0.2672911103193958]",,"[0.5177216602861883, -0.8505744320154207]",,"[0.5514263269491494, 0.26407771669328217]","[0.05196328156938157, -0.7852888174975912]",,,"[0.1204799052017429, 0.12722836174070817]","[0.20177363971163143, -1.1394070495808792]"
08 11 15 2 19 0.0000000,"[0.14182058920462925, -0.23646788652986306]","[-0.28947350202749167, 0.2576197401930891]","[-0.08901849190394084, 0.3685270662729938]",,"[0.19412449732422843, 0.23173350274562665]",,"[0.8855512795038522, -0.6261817280203104]","[0.2924559607480963, -0.24170414290080466]",,,"[0.32586427141601826, 0.04011034704744798]","[0.3505733124344479, -0.8769518245900345]"
08 11 15 2 19 30.0000000,"[0.46725540061791737, -0.27691603060811776]","[-0.4860092756027976, 0.22642524701853617]","[-0.4298972989122073, 0.243769761485358]",,"[0.5018486602604391, -0.31109741151333026]",,"[0.6802935061044991, 1.805447855219245]","[0.22285157137860856, -0.03551758012423911]",,,"[0.27370295782263065, -0.10536399744451064]","[0.04131728032518733, -0.5239753683055115]"
08 11 15 2 20 0.0000000,"[0.26428958972295125, -0.6804188078269364]","[-0.3662648033971587, 0.11114786726733072]","[0.13795088430245717, 0.226014372271796]",,"[-0.12672819957137094, 0.3818711656331999]",,"[1.0849165824241935, 2.421120339259505]","[0.1127702116345366, -0.07706103405604758]",,,"[-0.13318256180112575, 0.14293317236006242]","[0.6859311721651684, -0.8220560659611893]"
08 11 15 2 20 30.0000000,"[0.28522055049737294, -0.3516793882474305]","[0.13016008765747156, 0.5145388559748731]","[0.2033027132352193, 0.015081715149183994]",,"[-0.09066192075610147, 0.09686286926269361]",,"[-0.6547093781642616, -2.4530966941267254]","[0.2598411484931906, -0.33546293458590903]",,,"[0.008975141836951028, -0.12020850442349928]","[0.24447303632189143, -1.0655468662226868]"
08 11 15 2 21 0.0000000,"[0.4250638206799825, -0.3888703471049668]","[0.12771871866037454, 0.17486658853789194]","[0.25724704017241795, -0.3410278592879574]",,"[-0.7714981512725352, 0.09156257092952558]",,,"[-0.1711045608545343, 0.09799701788773141]",,,"[-0.14870265762632107, -0.17701632045209426]","[0.039637189301742204, -0.9821626056874466]"
08 11 15 2 21 30.0000000,"[0.014216208954652143, -0.6193811183795335]","[0.20889720500757303, -0.19713154273728506]","[-0.0749393234650294, 0.21897828237464023]",,"[-0.0038597957789896498, -0.20306998312473468]",,,"[0.05249494009961686, 0.006345965651174401]",,,"[-0.5639956806165478, -0.1550302382558586]","[0.09507958212782253, -0.5345997025216294]"
08 11 15 2 22 0.0000000,"[-0.4196860248843829, -0.6700892334803941]","[-0.08112627087781821, 0.13633406323691233]","[0.2611926143368085, 0.39503603832175327]",,"[-0.26454139515757547, -0.3541629743576067]",,,"[0.3845606937383612, -0.54437705061088]",,,"[-0.47127226631467556, -0.08207972608506697]","[0.3884957096903454, -0.00970150129444125]"
08 11 15 2 22 30.0000000,"[-0.07660298595825832, -0.40283203478902596]","[-0.5215485674018661, -0.20430199640492575]","[0.42111814965804417, 0.06192253188540531]",,"[-0.648835308998823, 0.9920606482028944]",,,"[0.25798284703244767, -0.2665162601197759]",,,"[-0.1684200901848576, 0.13677118457853776]","[0.5940285436241757, 0.19057059688919065]"
08 11 15 2 23 0.0000000,"[-0.4226757044593493, -0.27962530013173836]","[0.30291912884761896, -0.34907497304181234]","[0.02068059345086415, -0.11767706616471219]",,"[-0.6708449946343897, 0.5460334885120375]",,,"[0.32471129739036164, -0.4383142807210485]",,,"[-0.008264138208081473, 0.32284754253923875]","[0.20009265461851466, -0.5272374709094239]"
08 11 15 2 23 30.0000000,"[-0.40712958375612895, -0.06876960750669259]","[0.25911329121639337, -0.45196355717877523]","[-0.052276750902334856, -0.40890716357777523]",,"[-0.5358521716296671, 0.9950481522083265]",,,"[0.3946852355574568, 0.2726777128254374]",,,"[-0.34928215931480144, 0.16726305820047838]","[-0.41481279214929234, -0.3939586688721848]"
08 11 15 2 24 0.0000000,"[-0.07776021758715312, -0.07015315052121895]","[0.17892577679206934, -0.12739020424584524]","[0.1982000266512235, -0.009369838672379727]",,"[0.05841601625084891, 1.155925871729849]",,,"[0.4120851948236426, -0.003273404451707984]",,,"[-0.29812761287515377, 0.08960474766790849]","[0.3703974000542294, 0.31109927995555875]"
08 11 15 2 24 30.0000000,"[0.12854445179303486, 0.3475032413378356]","[-0.34112066595504675, 0.4399442986895643]","[0.258419128259023, -0.11324587805817532]",,"[-0.11664716169238076, 0.3006085920333845]",,,"[0.41012709283580384, 0.6648211709534129]",,,"[0.38565863032514835, 0.005979639664292158]","[0.39454321185041774, 0.21349566085689542]"
08 11 15 2 25 0.0000000,"[0.22389567097028096, 0.34055383149534446]","[0.06851997406532373, 0.21347938639422281]","[-0.2104138935605685, -0.15160884304593014]",,"[-0.33498498067259774, 0.2713519203662855]",,,"[0.19509461217870316, 0.6151740483318766]",,,"[-0.028315557943036307, 0.021850702539086164]","[0.5944978854982983, 0.5931350777899551]"
08 11 15 2 25 30.0000000,"[0.4115794544418653, 0.13141587022691947]","[0.24540663690616693, 0.29582689863940104]","[0.451473364730676, -0.23808095200608181]",,"[-0.06436652705073342, 0.15687702775001355]",,,"[0.11578500711669526, 0.33633797684063516]",,,"[0.2590226318376758, 0.4870119515806435]","[-0.21681829175065648, 0.7349521259819793]"
08 11 15 2 26 0.0000000,"[0.6414639969666799, 0.4647936487570403]","[-0.11895372538516913, -0.10936057406167166]","[0.7094305624564489, -0.6829692904526989]",,"[-0.12465982899069772, 0.3679493385553343]",,,"[-0.11940271711597839, -0.41129694065699973]",,,"[0.011225440694639932, 0.142537948861718]","[0.08018993953157771, 0.30059591336601255]"
08 11 15 2 26 30.0000000,"[0.2608382945259412, 0.21646162513643485]","[-0.3635444101567069, 0.33946485978861674]","[0.3794708495338758, -0.08327027006695675]",,"[-0.032198213189840175, 0.5197023767232878]",,,"[0.10143615001191697, -0.2387264140571157]",,,"[-0.38116939257209514, -0.09754260145127791]","[-0.13177606841634404, -0.34834509687072757]"
08 11 15 2 27 0.0000000,"[0.18705873390038807, -0.14528969284147042]","[0.20097185106327142, 0.2414952979733549]","[-0.2532832751671473, -0.5482146923119824]",,"[0.10631271436810508, -0.0651844722032564]",,,"[0.20616241240253053, -0.04486787995944419]",,,"[-0.10411284010236477, 0.002922785654663862]","[0.15304714063097347, 0.11953138215892789]"
08 11 15 2 27 30.0000000,"[0.06969414850076039, -0.36636500414460915]","[0.5884723904853066, -0.2044932081053652]","[-0.14312909344832103, -0.19285849078247952]",,"[-0.68250995144248, 0.43629186034202405]",,,"[-0.159658293488125, 0.35521116175999246]",,,"[0.3051563214200237, 0.2255310092121361]","[0.027611147555602678, 0.6571483354126739]"
08 11 15 2 28 0.0000000,"[0.25848876883586247, -0.4256394838914277]","[0.33597014279415216, -0.3754000796626009]","[-0.05211208562056224, 0.2699599678938587]",,"[-1.0233331398665904, 0.09298971474170514]",,,"[0.16905835711707673, 0.2306138358389338]",,,"[0.37009859938795353, 0.15281744040548784]","[0.2610812000363003, 0.9650183062111664]"
08 11 15 2 28 30.0000000,"[0.47686577787001927, -0.7036791926249863]","[0.45714385242511835, -0.3226951046536364]","[0.31281660695870717, 0.3712470497315128]",,"[-0.7264193223416804, -0.4955567103624361]",,,"[0.38751014017810426, 0.29168186405052743]",,,"[0.09946365763122822, 0.44601094461977464]","[0.22997450450350154, 0.7192729006563949]"
08 11 15 2 29 0.0000000,"[0.35256285419066746, -0.5649992411956193]","[0.26647605927040185, -0.08432984190682546]","[0.04055094917615254, 0.7423194910710056]",,"[-0.7645329611003397, 0.4608843046426756]",,,"[0.19700057500352464, -0.08807922086368003]",,,"[0.5159774955051639, 0.004435983672737898]","[-0.4823633619220127, 0.10723601682537076]"
08 11 15 2 29 30.0000000,"[0.3303694446881612, 0.15076361242681724]","[0.802414173198243, 0.10977162582178934]","[0.053318882485230756, 0.6598137135927875]",,"[-0.20693134531378732, 0.8303282278776152]",,,"[-0.24257846480856338, -0.4135260053599874]",,,"[0.2624779652493694, 0.37773757912218553]","[-0.5775387622983326, -0.2048629780257416]"
08 11 15 2 30 0.0000000,"[0.403069565196832, 0.29496423546224815]","[0.7028668913369378, 0.15035630924006327]","[-0.010442798833052325, 0.07537360147883487]",,"[0.15503292515873923, 0.8416172730922682]",,,"[-0.3238919780279199, -0.5198988386119405]",,,"[-0.01679911355798458, 0.43977197743952257]","[-0.7385915704638828, -0.4120686908209992]"
08 11 15 2 30 30.0000000,"[-0.027675425509611773, 0.22392053548246604]","[0.6520879063134393, 0.6787945793320738]","[-0.10340685198704402, 0.4199138249581058]",,"[0.8527059777081014, 0.973117114901541]",,,"[-0.06950829482326903, -0.20660490474353232]",,,"[0.16200141717369343, 0.10179201997816545]","[-0.4837150313527454, -0.47835263208992007]"
08 11 15 2 31 0.0000000,"[-0.01480144808689754, -0.042672965489328085]","[0.26280231208850946, 1.0987116710593305]","[0.08797650982936223, 0.38075042919566227]",,"[0.29943264260888114, 0.8964425641298277]",,,"[0.24264143848170838, -0.07865180751929679]",,,"[-0.2600155014855168, -0.03725980482995528]","[-0.7691684999139179, 0.159243677095108]"
08 11 15 2 31 30.0000000,"[-0.22483448485533397, -0.26360671576112527]","[-0.11465095548580084, 0.9860424564530454]","[0.4735382740696271, 0.4125690873091419]",,"[-0.2553327606618403, 0.7300266343355162]",,,"[0.41083281182994447, -0.05277221581588187]",,,"[-0.28609576712672924, 0.11337229348719102]","[-0.5717855729729999, -0.28035437659866336]"
08 11 15 2 32 0.0000000,"[-0.5019461567203204, 0.5551173353567718]","[0.2847503516202172, 0.739652486269673]","[0.595183635254701, -0.134145859318475]",,"[-0.4103373216092585, 0.7968567925691588]",,,"[0.17301364683856568, -0.0741276808703939]",,,"[0.5511883582609394, 0.7738086406141518]","[-0.0641090162665714, 0.3513780276333618]"
08 11 15 2 32 30.0000000,"[-0.5817722881833712, -0.07035293038934487]","[0.42937798233081903, 0.48449771267672403]","[0.2960686405499776, 0.021232959193487888]",,"[0.09159164860844626, 1.6138982939720137]",,,"[0.12857512825479112, 0.4241461537157496]",,,"[0.6335792701380947, 0.6292944077402352]","[-0.11433354398320805, 0.4952695707833099]"
08 11 15 2 33 0.0000000,"[-0.251712670425574, -0.19552001710981148]","[0.019820803714295288, -0.19113904076317922]","[0.3634679486354192, 0.05572712079932285]",,"[0.16720890238881125, 1.1512349116802199]",,,"[0.13189379566659531, -0.16324465653548637]",,,"[0.36843142767126347, -0.6412793871015312]","[0.10321408132006038, 0.7916142384564209]"
08 11 15 2 33 30.0000000,"[0.382878573735555, -0.6541796362027528]","[-0.01020496158550177, 0.020684556787212927]","[0.2476065402229627, 0.3765006776278217]",,"[0.588862262517214, 0.399492116570471]",,,"[0.1387796297048529, -0.3715100952113668]",,,"[0.15986617763216282, -0.7853070076555015]","[-0.13666414102624547, 0.17608201904647824]"
08 11 15 2 34 0.0000000,"[0.13285862853129704, -0.6223362421616914]","[-0.04128638474891577, -0.3553108556816973]","[-0.008578007916609454, 0.8440031077091892]",,"[0.6084440423548223, -0.10837587535381488]",,,"[-0.003081473770240928, 0.29882418432583413]",,,"[0.5900948431032398, -0.06153881810605544]","[-0.019290585127579085, -0.3989228119099808]"
08 11 15 2 34 30.0000000,"[0.22411535878976185, 0.04972575251013023]","[0.2948611620192727, -0.3183002902815737]","[-0.19819626758495967, 0.3368818427746494]",,"[1.0319694800674917, 0.0987949538230879]",,,"[0.28283457898845277, 0.5105933777367075]",,,"[0.7225157629388073, -0.014804231747985064]","[0.3736832998125683, -0.656378339692421]"
08 11 15 2 35 0.0000000,"[0.12282291998465855, 0.11969913188368064]","[-0.049848785685996155, 0.047773511831959325]","[0.11366927077372868, 0.6012370403235157]",,"[0.45393028095364585, -0.1748145502805727]",,,"[0.032987628815074777, 0.13067128577580056]",,,"[0.5548098321693637, -0.23735693357884902]","[0.40240051964212764, -0.4556513090575409]"
08 11 15 2 35 30.0000000,"[0.09273329575856526, 0.30042208377271873]","[-0.21574210195491705, 0.004408286636074621]","[0.46399661352237065, 0.15408260778834415]","[-0.1034851572951494, 0.038635830185851816]","[0.00673782065510764, -0.14424522042274646]",,,"[0.0010674341892202843, -0.16865930637965598]",,,"[0.25187035758669163, -0.6373608138412239]","[0.12046241382051814, -0.08726369933731082]"
08 11 15 2 36 0.0000000,"[-0.14197282294432323, 0.4955304676666854]","[-0.16148891119907294, -0.24041715102891104]","[0.44755630393822987, 0.21270158545424533]","[1.6257440545121016, 0.42174228539272285]","[-0.1401748882234095, -0.7697875183820742]",,,"[0.13508815759172044, 0.12482101538529]",,,"[0.16696939726049687, -0.46130839250981825]","[0.045036669763816484, 0.1479819606100845]"
08 11 15 2 36 30.0000000,"[-0.16933762828509014, 0.7968469673767684]","[-0.21913400857398901, -0.03372858303288595]","[-0.3711472804347674, 0.14316926555087162]","[1.8554070689240278, 0.9941471468429182]","[0.36091444626450553, 0.08127609074115583]",,,"[-0.06099491125593581, -0.15347995540748038]",,,"[0.36325731982166554, -0.2323784705251457]","[-0.14664906641553532, 0.6479229520117569]"
08 11 15 2 37 0.0000000,"[0.44910986920197804, 1.0797867143526672]","[0.12947095365573968, 0.04563601476450785]","[-0.39955589721600215, -0.19402079625676083]","[0.7735860147038283, 0.6819137286166761]","[0.1228834761679174, 0.03710104703903028]",,,"[-0.06019804185877242, -0.307440108867983]",,,"[0.318782330645869, -0.3205698903650047]","[-0.41825110098432194, -0.05648465053684237]"
08 11 15 2 37 30.0000000,"[0.4657625948389371, 0.7548885310068725]","[-0.6913734879965583, 0.29358038467665537]","[-0.4679768885175387, -0.1655169461543362]","[-0.5230836621960817, 0.6160667489986036]","[0.45429409280419364, 0.03668575167655774]",,,"[-0.07860911196718612, -0.29241350969920554]",,,"[0.09802691002065922, 0.032151398435234846]","[-0.03964226326058995, 0.26139627797954557]"
08 11 15 2 38 0.0000000,"[-0.02868871192137401, 0.852589171566069]","[-0.19176287023971472, -0.003882823760310572]","[-0.13059706787268321, 0.1351800228779514]","[-0.05717368940917833, 0.07780515661045051]","[-0.08579968675971017, 0.5733861047029478]",,,"[-0.023475657465557243, 0.18198730864872537]",,,"[0.003906400098154794, 0.04711745418608171]","[0.12659714737821925, -0.2689593245232773]"
08 11 15 2 38 30.0000000,"[0.21500374575455983, 0.5060393327847121]","[0.22548774809887018, -0.03189381795624868]","[-0.04581247071425121, 0.1633579100792606]","[-0.9318141094884096, -1.1034496624250796]","[-0.5636454300582407, 0.17071893990039655]",,,"[-0.22649908370027938, -0.1141122349227468]",,,"[-0.10038809369628643, -0.45943931005895156]","[0.3103204182713162, -0.30733435945159915]"
08 11 15 2 39 0.0000000,"[0.4554586206873258, 0.47142827156931144]","[0.775118851972123, -0.21772509651879446]","[-0.1484952102104823, 0.24280422584464145]","[-1.2956605754336534, -1.8555698443432238]","[-1.027128137797117, 0.16611194789409467]",,,"[0.22500499778737626, 0.08748891272892556]",,,"[-0.34800206016128277, 0.2060634616762398]","[0.03238603094507564, -0.15980507032520297]"
08 11 15 2 39 30.0000000,"[-0.01441418925921123, 0.2102897131815551]","[0.31452716321994867, -0.07358282643059866]","[0.2723678891857465, 0.4164380248015125]","[-0.3013812802275835, -1.1554399777431872]","[0.009831257015466832, 0.5131496804952604]",,,"[0.3965843512987097, -0.07619275829444327]",,,"[-0.6126643259388707, 0.3639883074909447]","[-0.026212427821861617, -0.7460029383147431]"
08 11 15 2 40 0.0000000,"[0.2917760481437047, 0.11470359209924919]","[0.03628825576355066, 0.2471713141848646]","[0.36378780206044514, 0.09372058169295383]","[0.09085608501823561, -0.268351082899132]","[0.719075463563204, -0.3092931044101732]",,,"[0.2984960868333777, -0.1556352742637197]",,,"[0.0775906081932285, 0.13023563958704454]","[0.0070858410923611, -0.3663316776002121]"
08 11 15 2 40 30.0000000,"[-0.3841814900437991, -0.38977533932775277]","[0.208549017024537, 0.33423927587767466]","[-0.04919650206963222, 0.3985025550549228]","[0.978257934049684, 0.5282255213479612]","[1.090909637361765, -0.04365968525409869]",,,"[0.14639032327880463, 0.22438042679180703]",,,"[0.6579086269872882, 0.4467388663440941]","[0.461038958224548, 0.43462935490959165]"
08 11 15 2 41 0.0000000,"[-0.13141781638065975, -0.7072929924353959]","[-0.03539701371143256, 0.11062057477732523]","[-0.062070956329504656, 0.5281260277455051]","[1.1071690865317168, 0.6400008748988721]","[0.5086699201166631, -0.3691838812828081]",,,"[0.13181684607019029, 0.15963568606724343]",,,"[0.15289770175392414, 0.2574003312736748]","[0.13202933588911403, 0.5193916599308777]"
08 11 15 2 41 30.0000000,"[0.1803191026051839, -0.21464516576379555]","[-0.6424384620661536, -0.16046269076565878]","[0.1654481013615926, 0.3105182464544971]","[0.20403170068653242, 0.7365595947723005]","[0.3319742156565191, 0.3426849412918074]",,,"[0.2023395642017325, 0.18104549565662942]",,,"[-0.19472569118564342, -0.006569730862975298]","[-0.06063585361550938, 0.6352100710427093]"
08 11 15 2 42 0.0000000,"[0.3902415429552396, -0.25577630456537026]","[-0.9833190646643439, -0.6058950855086245]","[0.3376295064886411, 0.017564531726141697]","[-0.49559622029868944, -0.49071345219806695]","[0.09377806618809714, 0.5119762587547285]",,,"[-0.05740473723659911, -0.2036227055514852]",,,"[-0.4737901378733418, 0.11346798874437791]","[-0.34673922142099034, 0.3958117703949737]"
08 11 15 2 42 30.0000000,"[0.36569607456525166, 0.1859538668766616]","[-0.4992025551075736, -0.9614061697075762]","[0.3049548809727033, 0.29487912015368534]","[-0.9685838870248018, -0.5530107368011858]","[0.024885959774255895, 0.5527755635976774]",,,"[-0.05895258790502944, 0.10798803785194955]",,,"[0.044056655062983285, -0.0027001377195121634]","[0.043708737882865556, -0.7953596522057724]"
08 11 15 2 43 0.0000000,"[0.17764119257529576, 0.09903825465589744]","[-0.4714759048695365, -0.5458326472590365]","[0.35724275012811024, 0.10407596485068393]","[-1.6557072005709825, -0.12467839310363793]","[-0.6293001995980738, 0.394512982964514]",,,"[-0.14729909903059402, 0.11876963892330727]",,,"[0.0677816059129932, 0.2871929083019493]","[-0.08621043345044743, -1.411938544079132]"
08 11 15 2 43 30.0000000,"[0.24706440617640812, 0.5694208854809402]","[-0.00394265918682013, -0.5418921394894518]","[0.28331969877084096, 0.22366323725630832]","[-1.7403356782635866, 0.30195351948543525]","[-1.2853726224601267, 0.12906785488128492]",,,"[-0.1274244517708818, -0.30386000058303275]",,,"[0.005618036879847299, 0.6313411269336937]","[-0.1937525459201206, -0.6941825111354065]"
08 11 15 2 44 0.0000000,"[0.20560497989257176, 0.25478134695440513]","[0.4189104977374276, 0.559350253765782]","[-0.09072641084591548, 0.44938812808444095]","[-0.937137579127234, 0.36707196643157936]","[-0.02060852214694009, -0.08463682055473498]",,,"[0.10196266019095979, -0.08016619763026633]",,,"[0.05988049615795399, 0.11742818094789964]","[0.37714165070940364, -0.17465209560043338]"
